chrom_ref,start_ref,end_ref,strand_ref,gene_id,transcript_id,gene_name,ref_gene_id
16,491134,491268,+,MSTRG.11884,ENST00000434585,RAB11FIP3,ENSG00000090565
16,491134,491268,+,MSTRG.11884,ENST00000412256,RAB11FIP3,ENSG00000090565
16,491134,491268,+,MSTRG.11884,ENST00000495663,RAB11FIP3,ENSG00000090565
4,6609397,6609574,+,MSTRG.24676,MSTRG.24676.6,,
4,6609397,6609574,+,MSTRG.24676,ENST00000504960,MAN2B2,ENSG00000013288
1,206493266,206493378,+,MSTRG.2972,ENST00000581977,IKBKE,ENSG00000263528
1,206493266,206493378,+,MSTRG.2972,ENST00000584998,IKBKE,ENSG00000263528
20,59877385,59877555,-,MSTRG.21266,ENST00000357552,SYCP2,ENSG00000196074
20,59877385,59877555,-,MSTRG.21266,ENST00000371001,SYCP2,ENSG00000196074
20,59877385,59877555,-,MSTRG.21266,MSTRG.21266.4,,
20,59877385,59877555,-,MSTRG.21266,MSTRG.21266.5,,
17,46963835,46965039,+,MSTRG.14708,ENST00000640358,GOSR2,ENSG00000108433
17,46963835,46965039,+,MSTRG.14708,ENST00000639199,GOSR2,ENSG00000108433
17,46963835,46965039,+,MSTRG.14708,ENST00000639388,GOSR2,ENSG00000108433
7,151040268,151040301,+,MSTRG.31461,ENST00000542328,ABCB8,ENSG00000197150
7,151040268,151040301,+,MSTRG.31461,ENST00000358849,ABCB8,ENSG00000197150
7,151040268,151040301,+,MSTRG.31461,ENST00000482309,ABCB8,ENSG00000197150
7,151040268,151040301,+,MSTRG.31461,ENST00000466514,ABCB8,ENSG00000197150
7,151040268,151040301,+,MSTRG.31461,ENST00000297504,ABCB8,ENSG00000197150
7,151040268,151040301,+,MSTRG.31461,MSTRG.31461.17,,
7,151040268,151040301,+,MSTRG.31461,ENST00000498578,ABCB8,ENSG00000197150
7,151040268,151040301,+,MSTRG.31461,MSTRG.31461.21,,
7,151040268,151040301,+,MSTRG.31461,MSTRG.31461.22,,
1,74751349,74751689,+,MSTRG.1398,MSTRG.1398.6,,
1,74751349,74751689,+,MSTRG.1398,MSTRG.1398.8,,
1,74751349,74751689,+,MSTRG.1398,MSTRG.1398.9,,
16,765527,765617,+,MSTRG.11909,MSTRG.11909.1,,
16,765527,765617,+,MSTRG.11909,ENST00000563941,MSLN,ENSG00000102854
16,765527,765617,+,MSTRG.11909,ENST00000545450,MSLN,ENSG00000102854
16,765527,765617,+,MSTRG.11909,ENST00000566549,MSLN,ENSG00000102854
16,765527,765617,+,MSTRG.11909,MSTRG.11909.5,,
16,765527,765617,+,MSTRG.11909,MSTRG.11909.6,,
16,765527,765617,+,MSTRG.11909,MSTRG.11909.7,,
16,765527,765617,+,MSTRG.11909,MSTRG.11909.8,,
16,765527,765617,+,MSTRG.11909,MSTRG.11909.14,,
16,765527,765617,+,MSTRG.11909,ENST00000382862,MSLN,ENSG00000102854
16,765527,765617,+,MSTRG.11909,MSTRG.11909.18,,
16,765527,765617,+,MSTRG.11909,MSTRG.11909.21,,
3,129436443,129437308,-,MSTRG.23841,MSTRG.23841.4,,
3,129436443,129437308,-,MSTRG.23841,ENST00000249910,MBD4,ENSG00000129071
3,129436443,129437308,-,MSTRG.23841,ENST00000503197,MBD4,ENSG00000129071
3,129436443,129437308,-,MSTRG.23841,ENST00000507208,MBD4,ENSG00000129071
16,70312609,70312657,+,MSTRG.13063,ENST00000566216,DDX19B,ENSG00000157349
16,70312609,70312657,+,MSTRG.13063,ENST00000570055,DDX19B,ENSG00000157349
16,70312609,70312657,+,MSTRG.13063,ENST00000563206,DDX19B,ENSG00000157349
16,70312609,70312657,+,MSTRG.13063,ENST00000451014,DDX19B,ENSG00000157349
16,70312609,70312657,+,MSTRG.13063,ENST00000569099,DDX19B,ENSG00000157349
16,70312609,70312657,+,MSTRG.13063,ENST00000288071,DDX19B,ENSG00000157349
16,70312609,70312657,+,MSTRG.13063,MSTRG.13063.16,,
16,70312609,70312657,+,MSTRG.13063,MSTRG.13063.18,,
16,70312609,70312657,+,MSTRG.13063,ENST00000355992,DDX19B,ENSG00000157349
16,70312609,70312657,+,MSTRG.13063,ENST00000568408,DDX19B,ENSG00000157349
16,70312609,70312657,+,MSTRG.13063,ENST00000567706,AC012184.2,ENSG00000260537
16,70312609,70312657,+,MSTRG.13063,ENST00000443119,AC012184.2,ENSG00000260537
16,70312609,70312657,+,MSTRG.13063,MSTRG.13063.25,,
16,70312609,70312657,+,MSTRG.13063,ENST00000569224,DDX19B,ENSG00000157349
14,30913524,30913657,-,MSTRG.9505,MSTRG.9505.1,,
14,30913524,30913657,-,MSTRG.9505,ENST00000355683,STRN3,ENSG00000196792
14,30913524,30913657,-,MSTRG.9505,MSTRG.9505.3,,
14,30913524,30913657,-,MSTRG.9505,MSTRG.9505.4,,
14,30913524,30913657,-,MSTRG.9505,ENST00000357479,STRN3,ENSG00000196792
14,30913524,30913657,-,MSTRG.9505,ENST00000554991,STRN3,ENSG00000196792
14,30913524,30913657,-,MSTRG.9505,ENST00000556577,STRN3,ENSG00000196792
19,11604210,11604364,+,MSTRG.16619,ENST00000587939,ZNF627,ENSG00000198551
7,97870780,97871996,-,MSTRG.30697,MSTRG.30697.7,,
19,9341102,9341184,+,MSTRG.16520,ENST00000587557,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,ENST00000603380,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,ENST00000603099,ZNF559-ZNF177,ENSG00000270011
19,9341102,9341184,+,MSTRG.16520,ENST00000585352,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,ENST00000317221,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,ENST00000603024,ZNF559-ZNF177,ENSG00000270011
19,9341102,9341184,+,MSTRG.16520,ENST00000586255,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,ENST00000605750,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,ENST00000605301,ZNF559-ZNF177,ENSG00000270011
19,9341102,9341184,+,MSTRG.16520,ENST00000592896,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,ENST00000605522,ZNF559-ZNF177,ENSG00000270011
19,9341102,9341184,+,MSTRG.16520,ENST00000604543,ZNF559-ZNF177,ENSG00000270011
19,9341102,9341184,+,MSTRG.16520,MSTRG.16520.19,,
19,9341102,9341184,+,MSTRG.16520,ENST00000589208,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,MSTRG.16520.22,,
19,9341102,9341184,+,MSTRG.16520,MSTRG.16520.24,,
19,9341102,9341184,+,MSTRG.16520,MSTRG.16520.26,,
19,9341102,9341184,+,MSTRG.16520,ENST00000393883,ZNF559,ENSG00000188321
19,9341102,9341184,+,MSTRG.16520,ENST00000605071,ZNF559-ZNF177,ENSG00000270011
19,9341102,9341184,+,MSTRG.16520,ENST00000603974,ZNF559-ZNF177,ENSG00000270011
19,9341102,9341184,+,MSTRG.16520,ENST00000591652,ZNF559,ENSG00000188321
7,74883728,74883835,-,MSTRG.30447,MSTRG.30447.1,,
7,74883728,74883835,-,MSTRG.30447,MSTRG.30447.2,,
7,74883728,74883835,-,MSTRG.30447,MSTRG.30447.4,,
7,74883728,74883835,-,MSTRG.30447,ENST00000426587,STAG3L2,ENSG00000277072
7,74883728,74883835,-,MSTRG.30447,ENST00000622110,STAG3L2,ENSG00000277072
7,74883728,74883835,-,MSTRG.30447,ENST00000618922,STAG3L2,ENSG00000277072
9,132866904,132866953,-,MSTRG.34281,MSTRG.34281.2,,
9,132866904,132866953,-,MSTRG.34281,ENST00000476719,AK8,ENSG00000165695
9,132866904,132866953,-,MSTRG.34281,ENST00000298545,AK8,ENSG00000165695
9,132866904,132866953,-,MSTRG.34281,ENST00000477396,AK8,ENSG00000165695
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.1,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.2,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.8,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.9,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.11,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.12,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.14,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.15,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.18,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.21,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.22,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.23,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.24,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.25,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.29,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.32,,
5,37157313,37157420,-,MSTRG.26369,MSTRG.26369.34,,
5,37157313,37157420,-,MSTRG.26369,ENST00000509849,C5orf42,ENSG00000197603
5,37157313,37157420,-,MSTRG.26369,ENST00000509957,C5orf42,ENSG00000197603
5,37157313,37157420,-,MSTRG.26369,ENST00000511210,C5orf42,ENSG00000197603
5,37157313,37157420,-,MSTRG.26369,ENST00000515380,C5orf42,ENSG00000197603
12,49066956,49067035,-,MSTRG.7371,ENST00000550675,RHEBL1,ENSG00000167550
17,75228998,75229131,+,MSTRG.15217,MSTRG.15217.4,,
17,75228998,75229131,+,MSTRG.15217,MSTRG.15217.8,,
17,75228998,75229131,+,MSTRG.15217,ENST00000580879,NUP85,ENSG00000125450
18,49491746,49491833,-,MSTRG.15969,ENST00000618619,RPL17,ENSG00000265681
18,49491746,49491833,-,MSTRG.15969,ENST00000615760,RPL17,ENSG00000265681
9,137455239,137455307,-,MSTRG.34415,MSTRG.34415.1,,
9,137455239,137455307,-,MSTRG.34415,ENST00000371473,NSMF,ENSG00000165802
9,137455239,137455307,-,MSTRG.34415,ENST00000371472,NSMF,ENSG00000165802
9,137455239,137455307,-,MSTRG.34415,ENST00000265663,NSMF,ENSG00000165802
9,137455239,137455307,-,MSTRG.34415,ENST00000371475,NSMF,ENSG00000165802
15,68211556,68211643,-,MSTRG.11296,ENST00000637823,CLN6,ENSG00000128973
14,102251756,102251804,-,MSTRG.10387,ENST00000559838,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.6,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.7,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.8,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.9,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.10,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.11,,
14,102251756,102251804,-,MSTRG.10387,ENST00000521766,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,ENST00000523485,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.16,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.17,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.20,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.21,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.22,,
14,102251756,102251804,-,MSTRG.10387,ENST00000522874,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.24,,
14,102251756,102251804,-,MSTRG.10387,ENST00000518686,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.28,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.29,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.30,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.31,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.32,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.33,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.34,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.35,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.36,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.37,,
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.38,,
14,102251756,102251804,-,MSTRG.10387,ENST00000361847,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,MSTRG.10387.43,,
14,102251756,102251804,-,MSTRG.10387,ENST00000524214,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,ENST00000562292,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,ENST00000518399,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,ENST00000517537,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,ENST00000522093,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,ENST00000518482,MOK,ENSG00000080823
14,102251756,102251804,-,MSTRG.10387,ENST00000524019,MOK,ENSG00000080823
3,130894708,130894775,+,MSTRG.23856,MSTRG.23856.7,,
3,130894708,130894775,+,MSTRG.23856,ENST00000508532,ATP2C1,ENSG00000017260
3,130894708,130894775,+,MSTRG.23856,MSTRG.23856.13,,
9,131494405,131494486,+,MSTRG.34261,MSTRG.34261.3,,
9,131494405,131494486,+,MSTRG.34261,MSTRG.34261.5,,
9,131494405,131494486,+,MSTRG.34261,MSTRG.34261.6,,
9,131494405,131494486,+,MSTRG.34261,ENST00000405995,PRRC2B,ENSG00000130723
9,131494405,131494486,+,MSTRG.34261,ENST00000357304,PRRC2B,ENSG00000130723
4,83264225,83264363,-,MSTRG.25266,MSTRG.25266.1,,
4,83264225,83264363,-,MSTRG.25266,MSTRG.25266.4,,
4,83264225,83264363,-,MSTRG.25266,MSTRG.25266.6,,
16,24804705,24804851,+,MSTRG.12471,MSTRG.12471.3,,
16,24804705,24804851,+,MSTRG.12471,ENST00000395799,TNRC6A,ENSG00000090905
16,24804705,24804851,+,MSTRG.12471,ENST00000491718,TNRC6A,ENSG00000090905
3,49676056,49676219,+,MSTRG.23169,ENST00000296456,APEH,ENSG00000164062
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.3,,
3,49676056,49676219,+,MSTRG.23169,ENST00000449966,APEH,ENSG00000164062
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.6,,
3,49676056,49676219,+,MSTRG.23169,ENST00000446089,APEH,ENSG00000164062
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.8,,
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.10,,
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.11,,
3,49676056,49676219,+,MSTRG.23169,ENST00000491799,APEH,ENSG00000164062
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.13,,
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.14,,
3,49676056,49676219,+,MSTRG.23169,ENST00000442186,APEH,ENSG00000164062
3,49676056,49676219,+,MSTRG.23169,ENST00000438011,APEH,ENSG00000164062
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.17,,
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.20,,
3,49676056,49676219,+,MSTRG.23169,ENST00000462439,APEH,ENSG00000164062
3,49676056,49676219,+,MSTRG.23169,ENST00000447436,APEH,ENSG00000164062
3,49676056,49676219,+,MSTRG.23169,MSTRG.23169.24,,
3,49676056,49676219,+,MSTRG.23169,ENST00000457042,APEH,ENSG00000164062
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.1,,
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.2,,
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.3,,
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.5,,
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.7,,
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.9,,
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.11,,
12,49003558,49003595,-,MSTRG.7370,ENST00000316299,PRKAG1,ENSG00000181929
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.17,,
12,49003558,49003595,-,MSTRG.7370,ENST00000547306,PRKAG1,ENSG00000181929
12,49003558,49003595,-,MSTRG.7370,MSTRG.7370.20,,
12,49003558,49003595,-,MSTRG.7370,ENST00000548065,PRKAG1,ENSG00000181929
12,49003558,49003595,-,MSTRG.7370,ENST00000546531,PRKAG1,ENSG00000181929
12,49003558,49003595,-,MSTRG.7370,ENST00000552212,PRKAG1,ENSG00000181929
19,43526201,43526316,-,MSTRG.17403,MSTRG.17403.8,,
2,99451345,99451501,-,MSTRG.19120,MSTRG.19120.3,,
2,99451345,99451501,-,MSTRG.19120,MSTRG.19120.5,,
2,99451345,99451501,-,MSTRG.19120,MSTRG.19120.7,,
2,99451345,99451501,-,MSTRG.19120,ENST00000413697,REV1,ENSG00000135945
2,99451345,99451501,-,MSTRG.19120,MSTRG.19120.10,,
8,143590645,143590735,-,MSTRG.32834,MSTRG.32834.6,,
8,143590645,143590735,-,MSTRG.32834,MSTRG.32834.11,,
8,143590645,143590735,-,MSTRG.32834,ENST00000524900,EEF1D,ENSG00000104529
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.6,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.14,,
19,35508205,35508240,-,MSTRG.17130,ENST00000434389,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.27,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.35,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.37,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.39,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.40,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.41,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.46,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.50,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.54,,
19,35508205,35508240,-,MSTRG.17130,ENST00000467637,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000419602,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000443640,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000483855,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000498211,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000493979,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000464709,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000464894,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000462538,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000447113,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.118,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.119,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.120,,
19,35508205,35508240,-,MSTRG.17130,MSTRG.17130.122,,
19,35508205,35508240,-,MSTRG.17130,ENST00000458071,DMKN,ENSG00000161249
19,35508205,35508240,-,MSTRG.17130,ENST00000424570,DMKN,ENSG00000161249
1,40824097,40824258,+,MSTRG.890,ENST00000347132,KCNQ4,ENSG00000117013
1,40824097,40824258,+,MSTRG.890,ENST00000506017,KCNQ4,ENSG00000117013
19,5950717,5950875,-,MSTRG.16425,ENST00000591881,RANBP3,ENSG00000031823
18,2577236,2577357,+,MSTRG.15547,MSTRG.15547.6,,
18,2577236,2577357,+,MSTRG.15547,ENST00000575515,NDC80,ENSG00000080986
2,112652889,112652947,+,MSTRG.19266,MSTRG.19266.3,,
2,112652889,112652947,+,MSTRG.19266,MSTRG.19266.4,,
2,112652889,112652947,+,MSTRG.19266,ENST00000456264,SLC20A1,ENSG00000144136
12,6349830,6350024,-,MSTRG.6749,ENST00000457871,SCNN1A,ENSG00000111319
3,130894590,130894775,+,MSTRG.23856,MSTRG.23856.5,,
3,130894590,130894775,+,MSTRG.23856,ENST00000510168,ATP2C1,ENSG00000017260
3,130894590,130894775,+,MSTRG.23856,MSTRG.23856.10,,
3,130894590,130894775,+,MSTRG.23856,ENST00000533801,ATP2C1,ENSG00000017260
3,130894590,130894775,+,MSTRG.23856,MSTRG.23856.12,,
3,130894590,130894775,+,MSTRG.23856,MSTRG.23856.14,,
3,130894590,130894775,+,MSTRG.23856,MSTRG.23856.15,,
3,130894590,130894775,+,MSTRG.23856,MSTRG.23856.17,,
3,130894590,130894775,+,MSTRG.23856,ENST00000509662,ATP2C1,ENSG00000017260
10,6507436,6507496,-,MSTRG.3519,ENST00000263125,PRKCQ,ENSG00000065675
10,6507436,6507496,-,MSTRG.3519,ENST00000397176,PRKCQ,ENSG00000065675
10,6507436,6507496,-,MSTRG.3519,ENST00000610727,PRKCQ,ENSG00000065675
X,134904735,134904858,-,MSTRG.35563,MSTRG.35563.7,,
20,41096826,41097013,+,MSTRG.21032,MSTRG.21032.6,,
20,41096826,41097013,+,MSTRG.21032,MSTRG.21032.7,,
2,241336785,241336864,+,MSTRG.20525,MSTRG.20525.8,,
2,241336785,241336864,+,MSTRG.20525,MSTRG.20525.17,,
2,241336785,241336864,+,MSTRG.20525,MSTRG.20525.18,,
2,241336785,241336864,+,MSTRG.20525,MSTRG.20525.26,,
2,241336785,241336864,+,MSTRG.20525,MSTRG.20525.41,,
2,241336785,241336864,+,MSTRG.20525,MSTRG.20525.42,,
9,95423101,95423292,-,MSTRG.33750,MSTRG.33750.16,,
6,43781956,43782087,+,MSTRG.28670,MSTRG.28670.1,,
6,43781956,43782087,+,MSTRG.28670,MSTRG.28670.3,,
6,43781956,43782087,+,MSTRG.28670,ENST00000372067,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000640499,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000617771,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000482630,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000621747,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000425836,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000611736,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000413642,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000640653,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000372055,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000520948,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000523950,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000523873,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000518824,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000518689,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000230480,VEGFA,ENSG00000112715
6,43781956,43782087,+,MSTRG.28670,ENST00000493786,VEGFA,ENSG00000112715
13,59913584,59913948,-,MSTRG.8985,MSTRG.8985.1,,
13,59913584,59913948,-,MSTRG.8985,MSTRG.8985.3,,
1,33082178,33082354,+,MSTRG.739,ENST00000478635,AZIN2,ENSG00000142920
1,33082178,33082354,+,MSTRG.739,ENST00000294517,AZIN2,ENSG00000142920
1,33082178,33082354,+,MSTRG.739,MSTRG.739.4,,
1,33082178,33082354,+,MSTRG.739,MSTRG.739.6,,
1,33082178,33082354,+,MSTRG.739,ENST00000462920,AZIN2,ENSG00000142920
1,33082178,33082354,+,MSTRG.739,ENST00000492420,AZIN2,ENSG00000142920
1,33082178,33082354,+,MSTRG.739,ENST00000373443,AZIN2,ENSG00000142920
1,33082178,33082354,+,MSTRG.739,ENST00000497710,AZIN2,ENSG00000142920
20,38422012,38422241,-,MSTRG.21009,MSTRG.21009.1,,
12,98544442,98544537,+,MSTRG.8047,MSTRG.8047.1,,
12,98544442,98544537,+,MSTRG.8047,MSTRG.8047.2,,
12,98544442,98544537,+,MSTRG.8047,ENST00000556029,TMPO,ENSG00000120802
12,98544442,98544537,+,MSTRG.8047,MSTRG.8047.4,,
12,98544442,98544537,+,MSTRG.8047,ENST00000343315,TMPO,ENSG00000120802
12,98544442,98544537,+,MSTRG.8047,MSTRG.8047.8,,
12,98544442,98544537,+,MSTRG.8047,MSTRG.8047.10,,
12,98544442,98544537,+,MSTRG.8047,MSTRG.8047.11,,
12,98544442,98544537,+,MSTRG.8047,MSTRG.8047.12,,
12,98544442,98544537,+,MSTRG.8047,ENST00000548223,TMPO,ENSG00000120802
3,186788310,186788420,+,MSTRG.24405,MSTRG.24405.3,,
3,186788310,186788420,+,MSTRG.24405,MSTRG.24405.8,,
3,186788310,186788420,+,MSTRG.24405,MSTRG.24405.10,,
3,186788310,186788420,+,MSTRG.24405,MSTRG.24405.11,,
3,186788310,186788420,+,MSTRG.24405,MSTRG.24405.13,,
3,186788310,186788420,+,MSTRG.24405,MSTRG.24405.22,,
3,186788310,186788420,+,MSTRG.24405,ENST00000494445,EIF4A2,ENSG00000156976
12,49371228,49371290,+,MSTRG.7384,MSTRG.7384.2,,
12,49371228,49371290,+,MSTRG.7384,ENST00000549538,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,ENST00000549412,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,ENST00000550643,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,ENST00000549179,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,MSTRG.7384.10,,
12,49371228,49371290,+,MSTRG.7384,ENST00000548377,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,MSTRG.7384.12,,
12,49371228,49371290,+,MSTRG.7384,MSTRG.7384.14,,
12,49371228,49371290,+,MSTRG.7384,MSTRG.7384.17,,
12,49371228,49371290,+,MSTRG.7384,ENST00000553127,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,ENST00000552918,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,ENST00000548388,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,ENST00000552171,SPATS2,ENSG00000123352
12,49371228,49371290,+,MSTRG.7384,ENST00000547865,SPATS2,ENSG00000123352
X,49122398,49122522,-,MSTRG.34928,ENST00000156109,GPKOW,ENSG00000068394
3,112995135,112995265,+,MSTRG.23609,MSTRG.23609.1,,
3,112995135,112995265,+,MSTRG.23609,ENST00000383678,GTPBP8,ENSG00000163607
3,112995135,112995265,+,MSTRG.23609,ENST00000383677,GTPBP8,ENSG00000163607
3,112995135,112995265,+,MSTRG.23609,ENST00000485330,GTPBP8,ENSG00000163607
3,112995135,112995265,+,MSTRG.23609,MSTRG.23609.9,,
3,112995135,112995265,+,MSTRG.23609,ENST00000467752,GTPBP8,ENSG00000163607
3,112995135,112995265,+,MSTRG.23609,ENST00000473129,GTPBP8,ENSG00000163607
1,86355345,86356602,-,MSTRG.1489,MSTRG.1489.14,,
1,86355345,86356602,-,MSTRG.1489,MSTRG.1489.28,,
19,4324455,4324664,-,MSTRG.16368,ENST00000599736,STAP2,ENSG00000178078
3,143023975,143024018,+,MSTRG.23997,MSTRG.23997.10,,
3,143023975,143024018,+,MSTRG.23997,MSTRG.23997.19,,
3,143023975,143024018,+,MSTRG.23997,MSTRG.23997.20,,
3,143023975,143024018,+,MSTRG.23997,MSTRG.23997.22,,
3,143023975,143024018,+,MSTRG.23997,MSTRG.23997.23,,
